timestamp,x,y,z,vx,vy,vz,ax,ay,az,q[0],q[1],q[2],q[3],xyz[0],xyz[1],xyz[2]
2396000,-0.20855057041797,0.11085761244834,0.30246008950011,-0.01214170734094,0.07033444005445,0.15857599191152,0.00019147033322,-0.00024311866173,0.00082779948390,0.70719845744007,-0.00000960035540,-0.00000928082409,-0.70700516099551,-0.00000064892414,0.00000427424578,0.00000015854958
3396000,-0.22756916883236,0.10004463348488,0.33129874904980,-0.00618990997765,0.00460237561007,-0.05068068508677,0.00866998289132,-0.02208816512014,0.00063633239246,0.70583712446532,0.00020253077869,-0.00050281280227,-0.70837396908626,0.00003508673804,-0.00002714296418,0.00000391781667
4396000,-0.28789630213753,0.12702308267492,0.32761658771976,0.05688136200856,-0.04725101319636,-0.02034581783753,0.03571745497180,-0.01984463238664,0.00416708369506,0.70576720264014,-0.00033004317781,-0.00113509821522,-0.70844285304536,-0.00005698686987,-0.00008796534232,0.00000208336053
5396000,-0.27059499182337,0.13420558326394,0.27599473263471,0.04253895562914,-0.01147822704488,-0.00087372673840,0.01344487596410,0.00002753232624,0.00127549681093,0.70574236744228,-0.00030815163250,-0.00022389691475,-0.70846848823075,-0.00016982347633,0.00004723657053,0.00000142148990
6396000,-0.28753156048155,0.10635467358558,0.28992784758828,0.02316995341238,-0.01991298549044,0.01684198504766,0.00801243585392,-0.00408517889262,0.00726196105197,0.70571950783742,-0.00008008795427,-0.00022766971180,-0.70849129299892,-0.00012710045215,0.00003987011110,0.00000118501467
7396000,-0.30446812913973,0.07850376390722,0.30386096254184,0.00380095119562,-0.02834774393601,0.03455769683372,0.00257999574374,-0.00819789011148,0.01324842529301,0.70569664823256,0.00014797572396,-0.00023144250885,-0.70851409776709,-0.00008437742798,0.00003250365167,0.00000094853944
8396000,-0.32325151845387,0.06242550208723,0.20348129528800,-0.01482499821840,-0.02357124293116,0.08504549167290,-0.00724902389599,-0.00554223063005,0.02126026889948,0.70564792438650,0.00039231043596,0.00014879282283,-0.70856256548709,-0.00005121698776,0.00008747132691,0.00000075282941
9396000,-0.31099361720503,0.03386132212349,0.22302316096015,-0.02270763907973,-0.02165315952131,0.06978421044165,-0.00927147654360,-0.00729533551161,0.01516397122486,0.70561131358365,0.00059775817735,0.00012257090773,-0.70859885131304,0.00000988736916,0.00013435260094,0.00000055301627
10396000,-0.29873571595619,0.00529714215975,0.24256502663231,-0.03059027994106,-0.01973507611146,0.05452292921040,-0.01129392919122,-0.00904844039317,0.00906767355024,0.70557470278080,0.00080320591875,0.00009634899263,-0.70863513713899,0.00007099172608,0.00018123387496,0.00000035320313
11396000,-0.28089890846893,0.05952044906064,0.29155439409941,0.00177979357743,-0.01132892994930,0.03437337761251,0.00049262382573,-0.00611498276019,0.00626389283046,0.70559441149900,0.00017495710075,-0.00032288005016,-0.70861547653094,0.00003920689371,0.00000784784587,0.00000042783945
12396000,-0.26306210098167,0.11374375596154,0.34054376156651,0.03414986709592,-0.00292278378713,0.01422382601462,0.01227917684268,-0.00318152512722,0.00346011211069,0.70561412021721,-0.00045329171724,-0.00074210909296,-0.70859581592288,0.00000742206135,-0.00016553818323,0.00000050247578
13396000,-0.24249819841672,0.13416800803415,0.39818578248997,0.02939430766695,0.00978375410014,0.00455111265826,0.00635715417513,0.00344993357148,0.00251496752165,0.70559009221748,-0.00045941356401,-0.00014899024872,-0.70862006189425,-0.00009051235439,-0.00008198816682,0.00000043168790
14396000,-0.24557537186618,0.10531598381148,0.47065286063058,0.01015427709370,0.00169119410279,-0.00877868015785,0.00246822804177,0.00012037009498,0.00079063727276,0.70558469658881,-0.00012067967836,-0.00014819338193,-0.70862556638722,-0.00003147306666,-0.00005583383114,0.00000045122910
15396000,-0.25294253374617,0.13094690471947,0.50489416211510,0.00751195178591,-0.00238852925393,-0.01422341730164,-0.08194333579762,-0.01120603473216,-0.03761177617499,0.70557229912703,0.00011209649469,-0.00006155818462,-0.70863828233277,-0.00047926155150,0.00748151136707,-0.00016065606854
16396000,-0.23985847076423,0.04141132570042,0.84294803875941,-0.07744264431298,-0.00096859826430,-0.75242913812089,0.11641513211402,-0.02656650669161,-0.82277801584157,0.70736048096898,-0.00262210063322,-0.00446273752021,-0.70683400594712,0.02084404493416,-0.02316166909119,-0.00107472446393
17396000,-0.26784973324605,0.00821192037268,1.82984113664859,0.04894893240139,-0.01249607735156,-1.14042190602729,0.05756643860189,0.03814308954031,-0.20170108826700,0.70714941594146,-0.00344189521480,-0.00098169651416,-0.70705510861105,-0.00436957886396,0.02893592622399,-0.00102050809609
18396000,-0.23944025401413,0.10431551322702,3.00818595195582,0.03521419944126,0.00262108091720,-1.29833621225393,-0.07980525712061,-0.04895840506249,-0.13490189283318,0.72409757524155,0.00463567068737,0.00112750710331,-0.68968109416180,-0.01222845027084,0.00424021693513,-0.00067751391199
19396000,-0.27317609620172,0.10973065563331,4.40395481441474,-0.03025988597182,-0.02884067650185,-1.39582140171689,-0.04101323599796,0.04444730017160,-0.05917287389073,0.72401004067996,-0.00009056336688,0.00304057286447,-0.68978277218690,-0.02893956407377,-0.00720319218906,0.00086126896943
20396000,-0.33479131380076,0.04235437674640,5.83389940974190,-0.01811448443301,0.03297238858053,-1.44464748278554,0.05100517951471,0.10076562672559,-0.03851952587807,0.72391890398399,-0.00594306646337,0.00204210179408,-0.68985642724228,0.03184881934334,-0.00649108931829,0.00142466080267
21396000,-0.27879650326621,0.07614508303561,7.23238627065378,-0.01531802624257,0.01073100890040,-1.30866205348137,-0.01302552164388,0.02302573044303,0.22843576862442,0.72392294840437,-0.00051804282600,0.00143644612959,-0.68985754307695,0.00913653841194,-0.00625882357263,0.00165357114269
22396000,-0.22280169273165,0.10993578932481,8.63087313156567,-0.01252156805214,-0.01151037077974,-1.17267662417720,-0.07705622280246,-0.05471416583952,0.49539106312690,0.72392699282474,0.00490698081137,0.00083079046510,-0.68985865891163,-0.01357574251946,-0.00602655782696,0.00188248148270
23396000,-0.23401499908808,0.09819344845541,9.61873086465134,-0.04871085583252,-0.02903214203051,-0.69836654280503,-0.00034797642824,-0.00290399486725,0.94699288514053,0.72429048152618,0.00053245602194,-0.00007801993080,-0.68949580321705,0.02076796142807,-0.02621615625121,0.00204953302489
24396000,-0.51143916315748,0.32240491717794,9.71411936533085,0.11438990517327,-0.21825079402076,-0.37357432773926,0.04867776621828,-0.03242601314794,0.43490625193579,0.86137216650206,-0.00328353925858,-0.00235035031067,-0.31738582856368,-0.00357770287789,-0.00581206745525,0.36093424327420
25396000,-0.78886332722688,0.54661638590046,9.80950786601037,0.27749066617907,-0.40746944601100,-0.04878211267349,0.09770350886480,-0.06194803142864,-0.07718038126895,0.99845385147793,-0.00709953453911,-0.00462268069054,0.05472414608970,-0.02792336718386,0.01459202134071,0.71981895352351
26396000,-1.23973391513509,0.87170464811840,9.80610307912958,0.36178361374391,-0.38800009604973,-0.06517019109536,0.03041726108247,0.05228721165911,-0.09194128491440,0.91070267412307,-0.00320376628674,0.00209435940856,0.41304498431583,0.01764428138183,-0.00197782327452,0.78510878113478
27396000,-1.61844111558356,1.29599239093069,9.83097907943536,0.32078049594554,-0.34693132842283,-0.05255348037188,-0.14592659122043,-0.00065687989852,0.00113693705471,0.90044774212325,0.00395668584814,-0.00340207201932,0.43492966047248,-0.03968853226001,0.02800249225174,-0.32974820004529
28396000,-1.90654398728167,1.61222408568481,9.83521510008135,0.30725264496160,-0.34314233415592,-0.05283572385413,0.00986386308246,-0.08780620987805,-0.06713434939572,0.91963585808465,-0.00494344801420,-0.00477451206092,0.39271162361208,0.00323858749846,-0.02172617666576,0.06489094165967
29396000,-2.24014817538785,1.95540853462589,9.88266352137062,0.31786904883304,-0.41612049297605,-0.02483658001884,-0.03316452891934,-0.04113537801565,-0.00748614773896,0.91266745958593,-0.00223022869183,-0.00411208121687,0.40867625837142,0.02393199202632,-0.00411488178990,-0.00826014789685
30396000,-2.66110380937049,2.26356245325824,9.91453983052825,0.27710874208747,-0.40565789214953,-0.01323346804347,0.01996710723896,0.03176743660876,0.03553480873145,0.91469883400777,-0.00327457834396,0.00049258628727,0.40412262233821,-0.00834990633883,0.01564603593843,-0.00633914061619
31396000,-3.02429701886787,2.52655832903572,9.94181359439606,0.35097202770640,-0.38331710642732,0.00835387598294,0.04324616498460,-0.01631756275425,-0.02402959438320,0.91511369840991,-0.00572377618177,-0.00111505003203,0.40315376998776,0.01452586982352,-0.00194737969873,-0.00104906633822
32396000,-3.42244571214064,2.92327124790816,9.95313206916332,0.36749512885772,-0.38448726541484,-0.00744134877258,-0.07048095419058,0.04538259345242,0.05503014757152,0.91457462624588,0.00084828541098,-0.00061627509372,0.40441587943577,0.01018036328722,-0.00359923277414,0.00296091141546
33396000,-3.81099675849842,3.27592854950955,9.96629723194730,0.32840284930575,-0.35208373953917,-0.01369283550961,-0.03852217656797,0.02549563160878,0.07629188936137,0.91467028276143,-0.00060132421539,-0.00067726539231,0.40419716373870,0.01017863228572,0.00123125201758,0.00220149065744
34396000,-4.19954780485620,3.62858585111094,9.97946239473129,0.28931056975378,-0.31968021366350,-0.01994432224663,-0.00656339894537,0.00560866976515,0.09755363115121,0.91476593927698,-0.00205093384176,-0.00073825569090,0.40397844804162,0.01017690128423,0.00606173680929,0.00144206989942
35396000,-4.52306388349444,3.89900316384282,9.99747502250315,0.31511292419533,-0.32893188339849,0.00602408255864,0.05521242381585,-0.03863539770072,-0.03402180756438,0.91489569602028,-0.00596847443133,-0.00144197050032,0.40364372936849,-0.00089065720152,-0.00144931012364,-0.00170918352090
36396000,-4.80410800328424,4.19703571985088,10.01270032547717,0.36240216942444,-0.37706070403225,-0.00610856840664,0.03680633509470,-0.10474867125282,0.03259293796391,0.91470676134996,-0.00697112564953,-0.00520665300677,0.40402460394708,0.00332817246316,-0.00010554330671,0.00824329916122
37396000,-5.20043289734978,4.54699540962640,10.02925072888381,0.36875639279054,-0.42507620227502,0.01206303915541,-0.00985307746826,0.01624707660583,-0.06712380209577,0.91427092899815,-0.00244459087276,-0.00072617229456,0.40509531762055,0.00906858131585,0.00416064803863,-0.00397640711591
38396000,-5.59128702501971,4.88857312613640,10.02289543374689,0.36605736285646,-0.38625232102153,-0.02371798422598,-0.01378331616704,0.01087354941770,0.02233749670264,0.91520445861694,-0.00226444427114,-0.00094619060716,0.40298243825522,0.00624383226752,-0.00764192575494,0.00350377052631
39396000,-5.99419562947054,5.24064687775025,10.01815192371269,0.32511291525108,-0.37278785992230,-0.04851738407998,-0.00676008393602,0.03749995268368,0.05594270411466,0.91413824155834,-0.00184324006743,0.00049459176776,0.40539815658089,-0.00813031905696,0.01524470348900,-0.00445893249724
40396000,-6.35030019070635,5.54652215039062,10.06201121250745,0.35021132854334,-0.34151471206822,-0.00022912908680,0.03090263300972,-0.02753065440367,-0.03821668236607,0.91568448853155,-0.00493503678274,-0.00157085508049,0.40186462668757,0.00194051516173,-0.00847967778796,0.00186882124052
41396000,-6.68739502844899,5.90422570565347,10.07006141305559,0.34321773610749,-0.37448165669188,-0.02141377038945,-0.01064285690960,-0.02029437521955,0.02350685732186,0.91392957264783,-0.00296103601226,-0.00231922860183,0.40585543707830,-0.00027785750060,0.00861452258947,0.00346844827665
42396000,-7.06520706556647,6.30169407062888,10.14548127187459,0.33409612388502,-0.37987918864277,0.04950910756441,-0.09414725829477,-0.00032238283970,0.01062936012375,0.91398652093228,0.00151328937248,-0.00324803322682,0.40572885698430,-0.00138615498583,-0.00539180951718,0.00857084246858
43396000,-7.46009781656875,6.58342121481108,10.11332182543187,0.31116788900722,-0.37459681736097,0.00771536317901,0.02382501070606,0.03257088261281,-0.05562519990093,0.91462111922805,-0.00318994907326,0.00077411478228,0.40429877916102,-0.00131542812725,0.00248630312158,-0.01026847383014
44396000,-7.80271327729492,6.87773957240468,10.08279500644389,0.34809311583002,-0.35999286596932,-0.04549389529785,0.04600822452821,-0.01706389939747,-0.03351392963952,0.91552203554258,-0.00543811674722,-0.00096493798257,0.40223000614985,-0.00498323639322,-0.00813541992558,0.00254723896823
45396000,-8.17715123754543,7.22967336385748,10.09953469494193,0.34195465762372,-0.36010203316688,-0.04495350182713,0.01860184949815,-0.00373849140658,-0.02348012858958,0.91512393795826,-0.00386693477273,-0.00090000322381,0.40314889625166,-0.00951953044267,-0.00275274227518,0.00217132122670
46396000,-8.55158919779593,7.58160715531028,10.11627438343998,0.33581619941742,-0.36021120036444,-0.04441310835641,-0.00880452553192,0.00958691658431,-0.01344632753965,0.91472584037394,-0.00229575279823,-0.00083506846505,0.40406778635348,-0.01405582449213,0.00262993537523,0.00179540348516
47396000,-8.92831378058376,7.88325635581538,10.14733807326307,0.33638708752406,-0.36654174915739,-0.02590858517554,0.04934614388074,0.03099611311511,-0.00105163701937,0.91519247906768,-0.00465299699362,0.00142649547505,0.40298772207931,-0.01340731168406,0.00647761411531,-0.00891375982847
48396000,-9.27304412561988,8.21901829125672,10.15507563045576,0.33977522733221,-0.38258592691351,-0.03593999140796,0.03629317974191,0.01160686990793,0.01006480341644,0.91456361569479,-0.00449470779234,0.00018808098944,0.40441220218872,-0.00506309484364,0.01070951551031,-0.00805566562656
49396000,-9.61777447065600,8.55478022669806,10.16281318764845,0.34316336714036,-0.39863010466963,-0.04597139764038,0.02324021560307,-0.00778237329924,0.02118124385225,0.91393475232189,-0.00433641859107,-0.00105033349617,0.40583668229812,0.00328112199678,0.01494141690532,-0.00719757142466
50396000,-10.02410616109066,8.91164569213329,10.22095920881541,0.36526080782418,-0.39068701921945,0.00019368753374,-0.03231324155600,0.04848577005216,0.04635535590924,0.91548939799450,-0.00059567436201,0.00051927140168,0.40234144957280,0.01003071901259,-0.01079242214587,-0.00015437449161
51396000,-10.36995223546946,9.27942010802605,10.22511505259443,0.34277067992502,-0.38653321721205,-0.00083852897144,-0.05128830714272,0.00371288385379,-0.02660613704989,0.91354138729969,-0.00048559221060,-0.00202604506332,0.40670451989308,0.00682873269021,-0.00341877416663,0.01029410669049
52396000,-10.71579830984826,9.64719452391881,10.22927089637345,0.32028055202586,-0.38237941520464,-0.00187074547663,-0.07026337272944,-0.04106000234458,-0.09956763000901,0.91159337660489,-0.00037551005920,-0.00457136152832,0.41106759021336,0.00362674636783,0.00395487381260,0.02074258787259
53396000,-11.10003847579766,9.88686298079213,10.27830196884394,0.30688357281093,-0.39683728633875,0.00585777977279,0.10001684108569,0.01602260780206,0.07770036093225,0.91386867875375,-0.00717040782522,0.00143103002376,0.40594420543658,0.00040274324812,-0.00011438237370,-0.04543522069261
54396000,-11.48415293795987,10.25577694082519,10.26203633834269,0.37458328042605,-0.37835269791795,0.00019432115280,-0.03818894905320,0.02917210458688,-0.09196708265992,0.91737354238441,-0.00058085680434,-0.00065405378053,0.39802644044304,0.01211548939571,-0.03036728060452,0.02441220639919
55396000,-11.84843093863938,10.60294468601760,10.28120941611342,0.32175095759858,-0.36658889335024,-0.01752561174168,-0.00215376419314,-0.00650955256053,0.05861182618909,0.91227692263968,-0.00280653627737,-0.00156491183102,0.40956141222586,-0.00281920971869,-0.00214361906401,-0.01024217619717
56396000,-12.21890644418876,10.90127724477317,10.28490271485178,0.33765832550046,-0.36872761874742,-0.01936674343820,0.03453828285010,0.00326649640175,-0.01342199289389,0.91650825048878,-0.00448231058455,-0.00036770094316,0.39999056352125,-0.00283131233494,-0.00714286287911,-0.01398381118870
57396000,-12.58487584121360,11.23387524463726,10.29929769807903,0.23791900477867,-0.40502939054236,-0.03580874511948,-0.59351530104487,-0.13134488721725,0.04484237770010,0.89757249013928,0.02086602053932,-0.02187417502321,0.43663653366463,0.03525514951235,-0.03470112941098,0.37463026013340
58396000,-12.95084523823844,11.56647324450135,10.31369268130629,0.13817968405688,-0.44133116233730,-0.05225074680076,-1.22156888493984,-0.26595627083625,0.10310674829410,0.87863672978979,0.04621435166319,-0.04338064910326,0.47328250380800,0.07334161135964,-0.06225939594286,0.76324433145551
59396000,-13.43789191593215,11.47299675122857,10.30601222830622,-0.04205673822617,-0.51863866738996,-0.00991402104893,0.05631904707037,-0.02667897143371,-0.16077065893680,0.53294185686153,-0.00560077123858,-0.00019600238260,0.84615656419872,0.00811129822378,0.00007549813677,0.85442491274795
60396000,-13.97482833964502,11.44730720645972,10.34834627881699,-0.04767821911364,-0.50710181895852,0.02233795901205,-0.12940022640571,0.08772827792722,0.04119009991000,0.54262610001517,0.00450320661743,-0.00503234995374,0.83994480582254,0.00830045717717,0.00719408121839,-0.34282594375365
61396000,-14.45505484821826,11.37108156607150,10.36626871017444,-0.12950255800836,-0.46090390134226,0.03897630371918,-0.36311024824797,0.06584658294734,0.02914939458876,0.57304384075357,0.01147037251393,-0.01603365158293,0.81928396285803,-0.04208486903169,-0.22825634102219,0.07092602244370
62396000,-14.94059943126656,11.15935689739270,10.34389802917374,-0.20503807507554,-0.45068666074361,0.01121227672970,0.04491209912718,0.02398205366584,0.02155193948163,0.56291462625630,-0.00223873226163,0.00002070283766,0.82651207461844,0.00938321307525,-0.00072137298686,-0.00914441111923
63396000,-15.44642277938316,11.05366070850961,10.33467001806363,-0.21562491082606,-0.43683596956737,0.00915968300686,-0.08360575627070,0.07370253115953,-0.02744427437924,0.56301119865772,0.00387759478494,-0.00403768716640,0.82643035809937,0.00425830220655,0.00611590185869,0.00746931438924
64396000,-15.88011811971928,10.80670133214774,10.32855245642011,-0.21556945968583,-0.40295660218940,0.00471217215408,0.03650995565009,-0.01692602313963,-0.05969799539224,0.56358672414142,-0.00316482354093,-0.00149520212820,0.82604953540871,-0.01363439844567,0.00478712061120,-0.00798284199667
65396000,-16.26871234879581,10.64619708389750,10.35408361014952,-0.20222433774105,-0.45114190257513,0.01343253444279,-0.02451598665111,-0.08278082689420,0.05028399972556,0.56436300768102,-0.00445665378305,-0.00619086156870,0.82549154808941,0.01050660641959,-0.00184222238426,0.00301493415339
66396000,-16.77475483623606,10.41568852932096,10.30495446758684,-0.21679490872635,-0.45697887995446,-0.02619563632823,0.06128864099352,0.02899607242040,-0.05438641803672,0.56466824630025,-0.00221638916597,0.00066405051526,0.82531478346597,-0.01296818063550,0.03227028625174,-0.00656262721763
67396000,-17.24625207484848,10.23178315455030,10.30068333293486,-0.18722941916827,-0.46160760926509,-0.03122352063038,0.03268651994823,0.03561984048844,-0.05504969878123,0.56415458680365,-0.00114246722333,-0.00019557217681,0.82566703618178,-0.00739580540912,0.01477901427426,-0.00558355555748
68396000,-17.71774931346090,10.04787777977964,10.29641219828289,-0.15766392961018,-0.46623633857572,-0.03625140493252,0.00408439890294,0.04224360855648,-0.05571297952574,0.56364092730706,-0.00006854528070,-0.00105519486887,0.82601928889758,-0.00182343018273,-0.00271225770322,-0.00460448389732
69396000,-18.16478803301285,9.88267226025486,10.32058981621308,-0.16243692593252,-0.47395516883292,-0.01466216156593,-0.01613683163678,0.01989066271527,-0.03291740219759,0.56392941080771,-0.00048423535965,-0.00256781795527,0.82581733198565,0.00301359191224,0.00194775590369,0.00048711436990
70396000,-18.61182675256482,9.71746674073007,10.34476743414327,-0.16720992225486,-0.48167399909012,0.00692708180067,-0.03635806217649,-0.00246228312594,-0.01012182486944,0.56421789430835,-0.00089992543861,-0.00408044104166,0.82561537507371,0.00785061400722,0.00660776951060,0.00557871263712
71396000,-19.05449852016996,9.55579306634900,10.35532881174525,-0.19899959153876,-0.49777139806586,0.01402840373450,-0.02140181305385,-0.00362379178589,0.00862728083213,0.56396157781432,-0.00137741286154,-0.00379600222134,0.82579094416395,0.01459800389153,0.00883531807845,0.00413680685174
72396000,-19.49717028777511,9.39411939196793,10.36589018934724,-0.23078926082266,-0.51386879704160,0.02112972566833,-0.00644556393121,-0.00478530044584,0.02737638653369,0.56370526132029,-0.00185490028447,-0.00351156340102,0.82596651325419,0.02134539377585,0.01106286664630,0.00269490106636
73396000,-20.03580801721405,9.11095988799276,10.36825841409751,-0.18755920824843,-0.48251717524179,0.02170900753174,0.10214520513746,0.08696325429747,0.02197017482749,0.56535879674510,-0.00108422818630,0.00411211525003,0.82483415144056,0.00226929112300,-0.00673483512815,-0.00713081016297
74396000,-20.45185139520675,8.96466309625342,10.34945564468598,-0.16486398712972,-0.47654590446317,0.00078704599488,0.01713985777928,0.00327173624492,0.02585467285326,0.56521869805295,-0.00229530462664,-0.00178835295903,0.82491399665155,0.00099479365905,-0.00381377237968,0.00113311678838
75396000,-20.86789477319945,8.81836630451409,10.33065287527444,-0.14216876601101,-0.47057463368456,-0.02013491554198,-0.06786548957890,-0.08041978180763,0.02973917087902,0.56507859936079,-0.00350638106698,-0.00768882116808,0.82499384186254,-0.00027970380490,-0.00089270963122,0.00939704373973
76396000,-21.36378239840046,8.64408887800953,10.34792806457091,-0.18686549776348,-0.47529756314196,-0.00194411153840,-0.02315156715389,-0.01272727563573,0.02056641364987,0.56439037060521,-0.00183555438622,-0.00405968541351,0.82548595358047,0.00941356879389,0.00977306430277,0.00422369737441
77396000,-21.85967002360147,8.46981145150497,10.36520325386739,-0.23156222951595,-0.48002049259937,0.01624669246517,0.02156235527112,0.05496523053616,0.01139365642072,0.56370214184963,-0.00016472770547,-0.00043054965893,0.82597806529841,0.01910684139267,0.02043883823677,-0.00094964899092
78396000,-22.35657713699022,8.25787317594947,10.31353711619722,-0.19542787301751,-0.44015607292305,-0.02552271095828,0.01724656550639,0.05683989990124,-0.08914891493590,0.56409045157013,0.00016002958294,-0.00020044057794,0.82571295782825,0.00345512374015,0.02506819279304,0.00321679295259
79396000,-22.79501438346238,8.08239148644914,10.32994572140912,-0.17497509368366,-0.42945634425683,-0.01896758115519,-0.00680840233126,0.00507166126156,-0.02327390355278,0.56478450322056,-0.00131800004017,-0.00255579349938,0.82522828640613,-0.00958884403747,0.01238313053551,0.01050895668767
80396000,-23.23345162993454,7.90690979694882,10.34635432662102,-0.15452231434981,-0.41875661559061,-0.01241245135210,-0.03086337016890,-0.04669657737813,0.04260110783035,0.56547855487099,-0.00279602966329,-0.00491114642083,0.82474361498402,-0.02263281181508,-0.00030193172202,0.01780112042274
81396000,-23.66230960603819,7.72502985355486,10.35511658108884,-0.16017667259371,-0.49186572168383,0.01199702460455,-0.02448463519649,-0.01618255404820,-0.04536464512750,0.56560953663683,-0.00196397656033,-0.00396710110258,0.82466132647488,0.01195250443362,-0.01003536547371,-0.00107716273312
82396000,-24.12133986325805,7.54169159058175,10.36798456279284,-0.19268086735192,-0.50176211633434,0.01732535884549,0.02514870231658,0.00672442417243,-0.00424458311774,0.56435661063681,-0.00246578619126,-0.00148110187987,0.82552082106535,0.01139822014420,0.00741668351847,-0.00610593346819
83396000,-24.58037012047791,7.35835332760864,10.38085254449684,-0.22518506211012,-0.51165851098484,0.02265369308643,0.07478203982964,0.02963140239305,0.03687547889202,0.56310368463679,-0.00296759582219,0.00100489734284,0.82638031565583,0.01084393585479,0.02486873251065,-0.01113470420327
84396000,-25.08276270221248,7.14165013703808,10.37752990562620,-0.15730362903440,-0.48027693469387,0.02200339223416,0.05405544182289,0.04524382734220,0.01233436002942,0.56703067124532,-0.00177219371267,0.00100848067137,0.82369419387572,0.00690239213637,-0.00835701273492,-0.00008856502141
85396000,-25.55417945199162,7.01272808071291,10.33820241067728,-0.14630477795488,-0.46218284889238,-0.00894301612251,-0.04337895583132,0.01940913722797,-0.07205806589291,0.56437653006545,0.00002353317006,-0.00369764855742,0.82550922061336,0.00597949294052,-0.01271031462770,0.00945911698375
86396000,-26.06546060352393,6.85878125255372,10.36074529314347,-0.18629622438719,-0.44456125740288,0.01195434421031,-0.03569565994779,0.07336990354359,-0.04210241902220,0.56175645351921,0.00241992782623,-0.00188066169094,0.82729701802123,0.00575228215067,-0.00162762901980,0.00232524660966
87396000,-26.51743528215763,6.68544651278385,10.35068932374439,-0.20432200898299,-0.41594975612244,-0.01213907664371,-0.00908947968526,0.02718843467483,0.01012104177822,0.56217853337107,0.00006434345006,-0.00208248508194,0.82701330726833,-0.01084011600085,-0.00323731863086,0.00021249816430
88396000,-26.91025231737927,6.47086106129572,10.35442873625657,-0.20455853385965,-0.45690703529354,-0.00211749853429,0.03125763798219,-0.02114531782181,-0.02233644759629,0.56460236610330,-0.00340234558638,-0.00192277807220,0.82534126982422,0.00135343501957,0.00797433030492,-0.00683482652071
89396000,-27.30306935260090,6.25627560980758,10.35816814876874,-0.20479505873632,-0.49786431446464,0.00790407957512,0.07160475564964,-0.06947907031844,-0.05479393697080,0.56702619883552,-0.00686903462282,-0.00176307106245,0.82366923238011,0.01354698604000,0.01918597924071,-0.01388215120572
90396000,-27.76016142974872,6.06411408606299,10.36413316961859,-0.14507688793925,-0.52765453503431,-0.00296833802791,0.03464742524358,-0.02285548616426,0.04591376457102,0.56958224639447,-0.00436867584984,-0.00189418063969,0.82192056917618,0.00957744506518,-0.00519673246165,0.00655133324766
91396000,-28.27613289216010,5.97160122855999,10.35739566350294,-0.15526209543251,-0.50832818693786,-0.01501218304464,-0.08998520336696,0.05393099026866,0.05687729220008,0.56329953210423,0.00259018865298,-0.00497353623922,0.82623376295996,0.00406082573123,0.01526632165455,0.02793071364728
92396000,-28.76318650832354,5.79601296672394,10.32340907977511,-0.21581972200570,-0.46298924922602,-0.03760986219291,-0.01787022364916,0.02653776535951,-0.04459920341607,0.55967501996352,-0.00024676158364,-0.00288291965661,0.82870716000293,0.00723794614805,0.01389247731966,-0.00892681911499
93396000,-29.23811323583717,5.55854719771672,10.37791889013321,-0.19540933332510,-0.45443469341751,-0.00612578678574,0.05668090415824,0.02910027765845,0.15155179836644,0.56571055418672,-0.00227444472599,0.00045387685856,0.82460067000882,0.00364876684846,-0.00265786808819,-0.01122756697101
